offer_accepted,mailer_type,average_balance,household_size,credit_cards_held,bank_accounts_open,own_your_home,homes_owned,income_level,credit_rating,profiles
No,Letter,1103.75,4,3,1,Yes,2,Medium,High,"Medium High Target"
No,Postcard,771.50,2,2,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,1185.75,5,3,1,No,1,Medium,High,"Medium High Target"
No,Postcard,739.75,4,2,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1200.25,3,1,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,1001.25,3,2,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,1057.25,2,3,1,Yes,1,High,Medium,"Medium High Target"
No,Letter,1115.25,3,2,2,Yes,2,Medium,High,"Medium High Target"
No,Postcard,1290.50,3,2,2,No,1,Medium,High,"Medium High Target"
No,Postcard,744.50,4,3,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,1188.50,4,1,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1192.00,3,2,1,No,1,High,Medium,"Medium High Target"
No,Postcard,946.50,5,3,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1151.00,1,2,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,907.00,3,2,2,Yes,1,High,Medium,"Medium High Target"
No,Postcard,1043.75,5,2,1,Yes,1,High,Medium,"Medium High Target"
No,Letter,1017.75,5,2,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,1263.75,3,4,1,No,1,Medium,High,"Medium High Target"
No,Letter,910.25,4,2,1,No,1,High,Medium,"Medium High Target"
No,Letter,991.25,2,2,1,No,1,Medium,High,"Medium High Target"
No,Postcard,741.75,5,1,1,No,1,Medium,High,"Medium High Target"
No,Letter,731.50,6,2,1,Yes,2,Medium,High,"Medium High Target"
No,Letter,865.50,4,1,2,No,1,Medium,High,"Medium High Target"
No,Postcard,1031.75,3,2,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,753.00,3,3,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,980.25,3,1,1,No,1,High,Medium,"Medium High Target"
No,Postcard,975.25,3,4,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,1232.25,2,1,1,Yes,1,High,Medium,"Medium High Target"
No,Postcard,1123.50,4,4,1,Yes,1,High,Medium,"Medium High Target"
No,Letter,1084.50,6,3,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,886.75,4,1,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,958.50,3,2,1,Yes,1,High,Medium,"Medium High Target"
No,Letter,1585.75,4,1,2,No,1,Medium,High,"Medium High Target"
No,Postcard,996.75,4,2,1,Yes,1,High,Medium,"Medium High Target"
No,Letter,1230.00,3,2,1,No,1,Medium,High,"Medium High Target"
No,Letter,821.75,2,1,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,659.00,3,3,1,Yes,2,High,Medium,"Medium High Target"
No,Postcard,1297.75,3,3,2,Yes,1,Medium,High,"Medium High Target"
No,Letter,1053.50,1,2,1,Yes,2,Medium,High,"Medium High Target"
No,Letter,1051.50,4,3,2,No,1,High,Medium,"Medium High Target"
No,Postcard,887.00,2,3,1,No,1,Medium,High,"Medium High Target"
No,Postcard,1087.25,2,1,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,792.00,3,1,2,No,2,Medium,High,"Medium High Target"
No,Letter,1048.00,3,1,1,Yes,1,High,Medium,"Medium High Target"
No,Postcard,1528.00,3,2,1,No,1,Medium,High,"Medium High Target"
No,Postcard,1119.25,2,1,1,No,3,Medium,High,"Medium High Target"
No,Postcard,952.25,4,4,1,Yes,2,Medium,High,"Medium High Target"
No,Postcard,920.00,2,4,1,Yes,2,Medium,High,"Medium High Target"
No,Postcard,1188.25,5,2,1,Yes,1,High,Medium,"Medium High Target"
No,Letter,1148.50,3,1,1,Yes,2,High,Medium,"Medium High Target"
No,Postcard,813.75,5,1,2,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1025.75,2,1,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,938.25,5,2,1,Yes,1,High,Medium,"Medium High Target"
No,Postcard,1277.75,4,3,1,No,1,High,Medium,"Medium High Target"
No,Letter,1017.25,5,1,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1073.00,5,3,1,Yes,1,High,Medium,"Medium High Target"
No,Postcard,1279.50,4,1,1,Yes,1,Medium,High,"Medium High Target"
Yes,Postcard,1175.25,4,3,1,Yes,1,High,Medium,"Medium High Target"
No,Letter,920.25,4,2,1,No,1,Medium,High,"Medium High Target"
No,Postcard,1048.25,2,2,3,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1124.25,4,2,1,Yes,1,High,Medium,"Medium High Target"
No,Postcard,661.25,5,1,1,No,1,High,Medium,"Medium High Target"
No,Postcard,1338.25,4,1,2,No,2,Medium,High,"Medium High Target"
No,Postcard,1126.50,3,3,1,No,1,Medium,High,"Medium High Target"
No,Postcard,1101.75,3,1,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,1060.00,2,1,1,No,1,High,Medium,"Medium High Target"
No,Postcard,1026.25,3,2,1,No,1,High,Medium,"Medium High Target"
No,Postcard,811.50,5,1,2,No,2,Medium,High,"Medium High Target"
No,Letter,1272.50,4,1,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1260.00,3,4,2,Yes,2,High,Medium,"Medium High Target"
No,Postcard,747.75,6,1,1,Yes,1,High,Medium,"Medium High Target"
No,Postcard,1075.00,5,1,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,725.75,4,3,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,819.00,3,2,2,Yes,2,High,Medium,"Medium High Target"
No,Letter,1124.00,4,1,1,No,2,Medium,High,"Medium High Target"
Yes,Letter,1160.25,3,1,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,1079.25,2,2,1,Yes,1,High,Medium,"Medium High Target"
No,Letter,865.25,3,1,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,1018.00,3,2,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,1126.25,2,2,1,No,1,Medium,High,"Medium High Target"
No,Letter,897.00,3,3,1,No,1,Medium,High,"Medium High Target"
No,Letter,1125.00,5,1,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,939.75,1,1,1,No,1,Medium,High,"Medium High Target"
No,Letter,1407.75,6,3,1,No,2,Medium,High,"Medium High Target"
No,Letter,1099.75,4,2,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1422.50,6,3,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1459.75,3,1,1,Yes,1,High,Medium,"Medium High Target"
No,Postcard,967.00,4,1,2,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1083.75,3,3,1,Yes,2,High,Medium,"Medium High Target"
Yes,Postcard,1214.25,5,2,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,834.25,4,2,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,1154.25,3,1,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1150.50,4,1,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,942.75,2,2,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,950.75,2,1,1,Yes,2,Medium,High,"Medium High Target"
No,Postcard,1587.75,5,2,2,No,1,High,Medium,"Medium High Target"
No,Letter,1140.00,4,2,2,Yes,1,Medium,High,"Medium High Target"
No,Letter,920.00,4,1,2,Yes,1,Medium,High,"Medium High Target"
No,Letter,1258.25,3,3,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,1075.25,3,1,2,Yes,1,Medium,High,"Medium High Target"
No,Postcard,982.75,4,2,1,No,1,Medium,High,"Medium High Target"
No,Postcard,1200.00,5,3,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,829.00,5,2,1,No,1,High,Medium,"Medium High Target"
No,Letter,998.25,4,2,1,No,1,Medium,High,"Medium High Target"
No,Letter,1180.25,3,1,1,Yes,2,High,Medium,"Medium High Target"
No,Postcard,1060.50,3,1,1,No,1,Medium,High,"Medium High Target"
No,Postcard,955.75,4,1,1,No,2,High,Medium,"Medium High Target"
No,Postcard,1372.00,3,1,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,647.75,3,2,2,No,1,Medium,High,"Medium High Target"
No,Postcard,1183.50,2,2,2,Yes,1,Medium,High,"Medium High Target"
No,Letter,1209.75,2,1,1,Yes,1,High,Medium,"Medium High Target"
No,Postcard,951.50,5,2,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,1164.25,5,4,2,No,1,Medium,High,"Medium High Target"
No,Letter,1034.50,3,2,1,No,1,Medium,High,"Medium High Target"
No,Postcard,1217.75,4,2,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,931.00,4,1,1,Yes,1,High,Medium,"Medium High Target"
No,Letter,1029.75,4,1,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,1120.25,2,2,1,No,1,High,Medium,"Medium High Target"
No,Letter,1263.25,3,2,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,793.50,5,2,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1268.25,3,4,1,Yes,1,High,Medium,"Medium High Target"
No,Letter,986.75,5,3,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1026.50,3,2,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,930.50,3,2,2,No,1,Medium,High,"Medium High Target"
No,Letter,987.00,3,3,2,No,1,Medium,High,"Medium High Target"
No,Postcard,956.50,5,1,1,Yes,2,Medium,High,"Medium High Target"
No,Letter,751.00,2,2,1,Yes,2,Medium,High,"Medium High Target"
No,Letter,984.75,3,2,1,No,2,Medium,High,"Medium High Target"
No,Letter,1279.25,2,1,1,No,1,Medium,High,"Medium High Target"
No,Postcard,1128.50,1,1,2,No,2,Medium,High,"Medium High Target"
No,Letter,1290.25,3,1,1,Yes,2,Medium,High,"Medium High Target"
No,Postcard,994.75,3,3,1,Yes,2,Medium,High,"Medium High Target"
No,Letter,1179.50,1,1,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1079.00,1,1,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,975.50,5,1,1,Yes,1,High,Medium,"Medium High Target"
No,Postcard,974.00,3,2,2,No,1,Medium,High,"Medium High Target"
No,Postcard,1054.25,4,2,2,No,1,High,Medium,"Medium High Target"
No,Letter,1185.25,3,1,1,No,1,Medium,High,"Medium High Target"
No,Letter,1310.75,2,4,2,No,2,Medium,High,"Medium High Target"
No,Postcard,1016.25,5,3,1,No,1,Medium,High,"Medium High Target"
No,Letter,1470.75,5,3,1,No,1,Medium,High,"Medium High Target"
No,Postcard,1081.50,3,1,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1041.25,2,2,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,1216.00,1,3,3,No,1,Medium,High,"Medium High Target"
No,Letter,1045.25,3,1,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1037.25,2,2,2,Yes,1,Medium,High,"Medium High Target"
No,Postcard,892.25,3,1,1,No,1,High,Medium,"Medium High Target"
No,Postcard,1234.25,6,1,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,1083.00,4,2,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1610.25,4,1,2,Yes,1,Medium,Medium,"Medium High Target"
No,Letter,1339.25,5,2,2,Yes,2,Medium,High,"Medium High Target"
No,Postcard,1167.00,3,1,2,Yes,1,Medium,High,"Medium High Target"
No,Letter,1422.50,3,3,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,960.25,3,2,2,No,1,Medium,High,"Medium High Target"
No,Postcard,732.25,3,2,1,Yes,1,High,Medium,"Medium High Target"
No,Postcard,1320.50,2,2,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1212.50,4,1,1,No,1,Medium,High,"Medium High Target"
No,Postcard,704.25,4,3,1,No,1,Medium,High,"Medium High Target"
No,Letter,1448.25,3,2,1,Yes,1,High,Medium,"Medium High Target"
No,Postcard,1084.75,4,1,1,No,1,High,Medium,"Medium High Target"
No,Letter,967.50,3,1,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1004.00,4,2,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,888.25,3,3,1,Yes,2,Medium,High,"Medium High Target"
No,Letter,760.75,3,2,1,No,1,Medium,High,"Medium High Target"
No,Letter,877.25,2,1,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,919.50,5,1,1,Yes,1,High,Medium,"Medium High Target"
No,Postcard,1029.25,4,1,2,Yes,1,Medium,High,"Medium High Target"
No,Postcard,774.00,6,2,2,Yes,1,High,Medium,"Medium High Target"
No,Letter,1400.75,3,1,1,No,1,High,Medium,"Medium High Target"
No,Postcard,939.75,3,1,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,1060.00,2,3,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,1192.25,3,1,1,No,1,High,Medium,"Medium High Target"
No,Letter,1242.50,4,4,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1211.50,6,3,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,790.75,3,2,1,No,1,Medium,High,"Medium High Target"
No,Letter,1090.00,5,2,2,No,1,High,Medium,"Medium High Target"
No,Letter,867.25,4,2,1,Yes,2,Medium,High,"Medium High Target"
No,Postcard,1007.75,4,3,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1057.25,4,1,1,No,1,Medium,High,"Medium High Target"
No,Letter,670.25,6,1,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,839.50,5,2,1,No,1,High,Medium,"Medium High Target"
No,Letter,931.25,5,2,1,Yes,1,High,Medium,"Medium High Target"
No,Letter,1263.50,4,1,1,No,1,High,Medium,"Medium High Target"
No,Letter,1282.75,4,2,1,No,1,High,Medium,"Medium High Target"
No,Letter,989.25,4,1,1,No,1,Medium,High,"Medium High Target"
No,Postcard,1130.00,5,2,1,Yes,2,High,Medium,"Medium High Target"
No,Letter,905.50,2,1,1,Yes,1,High,Medium,"Medium High Target"
No,Postcard,979.00,3,3,1,Yes,3,Medium,High,"Medium High Target"
No,Letter,1420.25,3,2,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,1196.00,4,2,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1053.50,4,1,1,Yes,2,High,Medium,"Medium High Target"
Yes,Postcard,909.00,4,3,1,No,1,Medium,High,"Medium High Target"
No,Postcard,731.75,3,2,1,No,2,High,Medium,"Medium High Target"
Yes,Postcard,1709.75,4,1,1,Yes,1,Medium,Medium,"Medium High Target"
No,Postcard,931.00,3,2,1,No,1,High,Medium,"Medium High Target"
No,Postcard,1173.25,3,3,1,No,3,Medium,High,"Medium High Target"
No,Letter,995.25,4,3,2,No,1,Medium,High,"Medium High Target"
No,Postcard,927.50,5,1,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,1318.00,4,2,3,Yes,1,High,Medium,"Medium High Target"
No,Letter,1058.50,2,2,1,No,1,High,Medium,"Medium High Target"
No,Postcard,992.00,4,2,1,Yes,1,High,Medium,"Medium High Target"
No,Postcard,1121.75,2,3,1,Yes,2,Medium,High,"Medium High Target"
No,Postcard,1115.00,2,1,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1469.25,2,2,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,689.00,2,1,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1016.50,2,2,1,No,1,Medium,High,"Medium High Target"
No,Postcard,975.25,3,3,1,No,2,Medium,High,"Medium High Target"
No,Postcard,905.00,4,1,1,No,1,High,Medium,"Medium High Target"
No,Letter,1310.50,2,2,1,No,1,Medium,High,"Medium High Target"
No,Postcard,1275.25,3,1,1,Yes,3,High,Medium,"Medium High Target"
No,Postcard,556.50,3,1,2,Yes,1,Medium,High,"Medium High Target"
No,Letter,1051.50,5,1,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1043.75,3,1,1,Yes,1,High,Medium,"Medium High Target"
No,Postcard,1020.25,2,3,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,880.00,3,1,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,866.50,4,2,1,No,1,Medium,High,"Medium High Target"
No,Postcard,905.75,3,2,1,Yes,1,High,Medium,"Medium High Target"
No,Letter,743.75,3,3,1,Yes,2,High,Medium,"Medium High Target"
No,Letter,1016.75,3,2,1,No,1,Medium,High,"Medium High Target"
No,Letter,934.50,3,2,2,Yes,2,Medium,High,"Medium High Target"
No,Letter,1248.75,3,1,1,Yes,1,High,Medium,"Medium High Target"
No,Letter,917.50,5,2,2,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1103.25,3,1,1,No,2,Medium,High,"Medium High Target"
No,Postcard,1203.00,4,2,3,Yes,1,Medium,High,"Medium High Target"
No,Postcard,976.75,3,1,1,No,2,Medium,High,"Medium High Target"
No,Letter,894.75,3,1,1,No,1,Medium,High,"Medium High Target"
No,Letter,852.75,1,3,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,749.50,3,1,1,Yes,1,High,Medium,"Medium High Target"
No,Postcard,1023.25,3,1,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,742.50,2,3,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,835.50,3,2,1,No,2,Medium,High,"Medium High Target"
No,Postcard,824.50,4,1,1,Yes,1,High,Medium,"Medium High Target"
No,Postcard,794.00,3,2,1,No,2,High,Medium,"Medium High Target"
No,Postcard,1324.25,3,2,1,No,1,Medium,High,"Medium High Target"
No,Letter,1024.25,4,2,1,Yes,1,High,Medium,"Medium High Target"
No,Postcard,1193.25,3,2,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,1288.50,4,2,1,No,1,Medium,High,"Medium High Target"
No,Letter,1000.25,2,1,1,No,1,Medium,High,"Medium High Target"
No,Letter,1229.75,3,2,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1028.75,2,1,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1126.50,5,2,1,No,1,High,Medium,"Medium High Target"
No,Postcard,1220.75,4,1,2,Yes,2,Medium,High,"Medium High Target"
No,Letter,617.75,4,2,2,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1149.50,6,2,1,No,1,High,Medium,"Medium High Target"
No,Letter,986.50,4,3,1,No,1,Medium,High,"Medium High Target"
No,Letter,1209.00,5,2,1,No,2,High,Medium,"Medium High Target"
No,Letter,965.00,2,3,1,No,1,Medium,High,"Medium High Target"
No,Postcard,1281.25,5,1,2,Yes,1,High,Medium,"Medium High Target"
No,Postcard,1266.25,4,2,1,Yes,2,High,Medium,"Medium High Target"
No,Postcard,983.25,2,3,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,976.50,4,2,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1208.00,5,3,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,893.75,6,3,1,No,1,Medium,High,"Medium High Target"
No,Letter,693.75,4,1,1,No,2,Medium,High,"Medium High Target"
No,Postcard,1123.50,4,3,2,No,1,Medium,High,"Medium High Target"
No,Letter,985.25,3,2,1,No,2,Medium,High,"Medium High Target"
No,Postcard,1374.50,4,1,1,No,1,High,Medium,"Medium High Target"
No,Postcard,726.00,3,3,3,Yes,1,Medium,High,"Medium High Target"
No,Letter,962.00,5,3,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1238.00,4,2,1,No,1,Medium,High,"Medium High Target"
No,Letter,711.00,4,4,1,Yes,1,High,Medium,"Medium High Target"
No,Postcard,781.00,4,2,3,Yes,1,Medium,High,"Medium High Target"
No,Letter,935.50,4,4,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,1038.50,3,1,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,1143.00,4,2,2,No,1,High,Medium,"Medium High Target"
No,Postcard,744.00,4,1,1,Yes,2,Medium,High,"Medium High Target"
Yes,Postcard,866.50,3,1,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,1078.50,4,2,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1216.50,3,1,1,Yes,1,High,Medium,"Medium High Target"
No,Letter,1024.50,4,4,2,Yes,1,High,Medium,"Medium High Target"
No,Letter,676.75,4,1,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1127.50,3,1,3,Yes,1,High,Medium,"Medium High Target"
No,Postcard,1132.50,3,1,1,Yes,2,Medium,High,"Medium High Target"
No,Letter,1307.75,4,2,2,No,1,Medium,High,"Medium High Target"
No,Letter,928.00,3,2,2,Yes,1,Medium,High,"Medium High Target"
No,Letter,854.00,3,1,2,Yes,1,High,Medium,"Medium High Target"
No,Letter,1425.00,2,2,2,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1065.00,4,3,1,No,1,Medium,High,"Medium High Target"
No,Postcard,1350.75,3,1,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1129.75,5,3,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,776.00,5,2,1,No,1,High,Medium,"Medium High Target"
No,Letter,777.25,4,1,2,Yes,1,Medium,High,"Medium High Target"
No,Letter,1003.75,4,1,1,No,1,Medium,High,"Medium High Target"
No,Letter,1108.25,3,3,2,Yes,1,Medium,High,"Medium High Target"
No,Letter,801.50,5,3,1,No,1,High,Medium,"Medium High Target"
No,Postcard,874.00,1,1,1,Yes,1,High,Medium,"Medium High Target"
No,Postcard,1102.75,3,1,2,No,1,Medium,High,"Medium High Target"
No,Postcard,1146.25,2,2,2,Yes,1,High,Medium,"Medium High Target"
No,Letter,1270.00,3,3,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,1123.25,5,2,1,No,1,Medium,High,"Medium High Target"
No,Letter,971.25,3,1,1,No,1,High,Medium,"Medium High Target"
No,Postcard,1369.25,3,2,1,No,1,Medium,High,"Medium High Target"
No,Postcard,1150.25,4,1,1,No,1,Medium,High,"Medium High Target"
No,Postcard,1075.25,4,3,2,Yes,2,High,Medium,"Medium High Target"
No,Postcard,1109.75,4,1,2,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1361.50,4,2,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1462.00,5,1,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1535.50,4,3,1,Yes,1,High,Medium,"Medium High Target"
No,Letter,1309.50,6,1,1,No,2,Medium,High,"Medium High Target"
No,Postcard,1186.50,3,1,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1276.00,6,1,2,Yes,1,High,Medium,"Medium High Target"
No,Letter,1178.75,2,1,1,No,1,High,Medium,"Medium High Target"
No,Postcard,1051.25,1,1,1,Yes,2,Medium,High,"Medium High Target"
No,Letter,1019.50,3,1,2,No,1,Medium,High,"Medium High Target"
No,Postcard,1028.25,4,2,1,Yes,2,Medium,High,"Medium High Target"
No,Letter,1131.00,4,1,2,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1278.75,4,3,1,No,1,Medium,High,"Medium High Target"
No,Letter,943.00,5,1,1,Yes,1,High,Medium,"Medium High Target"
No,Postcard,1150.25,5,2,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1250.25,2,3,2,Yes,1,Medium,High,"Medium High Target"
No,Letter,792.50,4,3,3,Yes,1,High,Medium,"Medium High Target"
No,Postcard,1090.25,5,2,1,No,1,Medium,High,"Medium High Target"
No,Letter,989.00,4,2,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,1085.50,3,1,2,Yes,1,Medium,High,"Medium High Target"
No,Postcard,854.00,5,1,1,Yes,2,High,Medium,"Medium High Target"
No,Letter,1014.00,4,2,1,No,1,High,Medium,"Medium High Target"
No,Letter,1342.25,3,2,1,Yes,2,High,Medium,"Medium High Target"
No,Letter,858.50,2,4,1,Yes,1,High,Medium,"Medium High Target"
No,Letter,876.25,3,2,1,Yes,1,High,Medium,"Medium High Target"
No,Letter,1130.75,5,1,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,780.25,6,2,1,No,1,High,Medium,"Medium High Target"
No,Postcard,1022.00,5,2,1,Yes,2,Medium,High,"Medium High Target"
No,Postcard,1036.50,4,2,2,Yes,1,Medium,High,"Medium High Target"
No,Letter,1049.50,5,1,1,No,2,Medium,High,"Medium High Target"
No,Postcard,1194.50,4,3,1,Yes,1,High,Medium,"Medium High Target"
No,Letter,1008.25,4,2,2,Yes,1,High,Medium,"Medium High Target"
No,Postcard,964.00,4,2,3,Yes,1,Medium,High,"Medium High Target"
No,Letter,923.75,4,3,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,709.50,4,1,2,Yes,1,Medium,High,"Medium High Target"
No,Letter,1015.00,3,2,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,1156.75,2,2,2,No,1,Medium,High,"Medium High Target"
No,Letter,1103.75,4,2,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1020.00,4,1,2,No,1,Medium,High,"Medium High Target"
No,Postcard,1402.50,3,2,1,No,2,Medium,High,"Medium High Target"
No,Postcard,786.25,4,1,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,1343.25,3,2,2,Yes,2,Medium,High,"Medium High Target"
No,Letter,979.75,3,3,1,Yes,1,High,Medium,"Medium High Target"
No,Letter,1217.00,3,2,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1104.00,2,2,1,No,1,Medium,High,"Medium High Target"
No,Letter,1198.25,3,2,1,No,1,Medium,High,"Medium High Target"
No,Letter,1103.00,4,3,2,Yes,2,Medium,High,"Medium High Target"
No,Letter,941.75,3,1,1,No,1,High,Medium,"Medium High Target"
No,Letter,1104.50,4,2,1,Yes,1,High,Medium,"Medium High Target"
No,Postcard,818.75,3,2,1,Yes,1,High,Medium,"Medium High Target"
No,Letter,957.75,1,2,2,No,1,Medium,High,"Medium High Target"
No,Postcard,848.25,3,1,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,973.50,2,2,1,No,1,Medium,High,"Medium High Target"
No,Letter,1201.50,4,2,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1371.50,6,2,1,No,1,High,Medium,"Medium High Target"
No,Letter,1282.00,5,2,1,Yes,1,High,Medium,"Medium High Target"
No,Postcard,1341.00,2,2,1,Yes,1,High,Medium,"Medium High Target"
No,Letter,1138.50,3,1,2,Yes,3,Medium,High,"Medium High Target"
No,Letter,817.00,6,4,1,No,1,Medium,High,"Medium High Target"
No,Postcard,1081.50,4,2,1,Yes,1,High,Medium,"Medium High Target"
No,Letter,895.75,3,2,1,Yes,1,Medium,High,"Medium High Target"
Yes,Letter,1539.00,5,2,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1031.00,3,3,1,No,1,Medium,High,"Medium High Target"
No,Postcard,1144.75,2,2,2,Yes,1,High,Medium,"Medium High Target"
No,Postcard,1029.50,3,2,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,978.25,5,3,1,Yes,2,Medium,High,"Medium High Target"
No,Postcard,866.00,4,2,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1748.75,4,1,1,Yes,1,Medium,Medium,"Medium High Target"
No,Postcard,917.00,3,3,2,Yes,1,High,Medium,"Medium High Target"
No,Postcard,1326.75,3,2,1,Yes,1,High,Medium,"Medium High Target"
No,Postcard,1173.75,5,2,1,No,1,High,Medium,"Medium High Target"
No,Letter,1105.00,3,2,2,No,1,Medium,High,"Medium High Target"
No,Postcard,968.00,5,3,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1271.00,3,3,2,No,1,High,Medium,"Medium High Target"
No,Postcard,1255.75,4,1,1,No,1,High,Medium,"Medium High Target"
No,Letter,780.50,4,3,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1342.50,2,2,1,Yes,1,Medium,High,"Medium High Target"
